"Item_Identifier","Item_Outlet_Sales"
"FDS01",3001.72322739171
"NCG55",1761.76589263712
"FDC11",1531.98304815588
"FDX35",3318.01924248608
"NCB06",2540.87754192328
"FDR09",2174.68446632447
"FDC53",1677.63371131217
"FDY45",4050.74987931863
"FDA22",756.625840208156
"FDE02",1673.32705739825
"FDW21",1576.25285148318
"FDV34",1277.87582764615
"FDS59",1901.98217321432
"NCW17",2106.16675763931
"NCK54",1853.7314224247
"FDG17",1981.9857493368
"FDG35",2897.04176936932
"FDD08",-1224.0027073281
"NCO07",3431.19151639183
"FDJ10",364.980377681057
"FDW36",1778.07622130375
"FDW21",-264.423699884537
"FDY19",1983.92099632738
"DRE03",806.640044362612
"NCC55",754.666605135269
"FDH52",-845.501018546269
"FDO09",4299.3040580741
"FDU43",3755.10940363543
"FDX09",869.417354435714
"FDH40",-500.700791692595
"FDW58",1766.57762796001
"FDC47",3682.1919541096
"NCR41",1650.17093802206
"DRG49",3977.04243338726
"FDC52",3969.51919690808
"FDY13",1249.78266101195
"FDY35",834.045015722278
"FDI35",3003.9536906383
"NCU18",2363.45892713169
"FDY33",2301.98018323514
"FDC15",3965.79009965999
"FDU01",3100.69829307408
"NCU42",2696.00952423365
"NCV29",2548.54368100027
"NCY30",2987.15899503832
"FDQ46",1869.00243429264
"FDG58",3959.66870856978
"FDK33",3480.73708970699
"NCD07",1752.8954643478
"NCX29",3756.60274191091
"NCT42",2383.35948149209
"DRN59",902.002387425038
"FDI44",1452.00027814916
"FDA45",2900.80163467426
"FDP31",996.97057904578
"FDY01",1860.04407295699
"FDT09",1871.07745026115
"DRH03",2979.0844082624
"FDA36",2684.37030895088
"NCF31",2549.144298944
"FDG14",2573.53285069144
"FDG28",5363.48397229502
"FDU14",4054.55149008506
"FDY47",224.718923683456
"FDI56",1567.70154807859
"DRD01",982.52938924218
"FDM22",943.33104061203
"FDH33",748.170140415686
"DRZ24",1885.35746762393
"NCQ38",1669.07359952419
"FDO16",2812.18264695238
"FDU07",3872.93600071834
"NCB07",3085.96701063828
"FDU48",2009.64481367856
"NCM43",2561.51575778833
"FDR31",453.881048476094
"DRK49",424.777492882193
"NCI30",1904.70618440398
"DRD60",2977.8224673621
"NCG19",3663.43054219407
"FDH12",1826.02871368015
"FDM32",1634.65396137153
"FDM27",2693.53288082148
"NCU53",4057.52171717819
"NCQ18",1560.81029370217
"FDS10",2878.6694784302
"FDB33",3995.48801038036
"FDI12",1469.15320873361
"NCW42",3504.13223447695
"NCC06",1733.26900482213
"FDW02",2121.04637698966
"NCD43",1763.27759625712
"FDM57",1125.58785540678
"FDA58",3830.41552572856
"FDK56",2951.460233908
"FDP52",3611.98307207567
"FDW20",1692.95995308649
"FDS52",1723.71333178067
"NCT29",1610.43941837371
"NCL54",2826.97275914189
"FDC05",3117.41516062473
"FDF34",3317.05887254836
"FDP03",3447.87463606885
"FDD32",-502.288443305414
"FDZ10",1942.12809485484
"FDZ40",1042.7596492908
"FDD51",482.738924747531
"NCY30",934.967403860655
"FDP58",3538.00502156524
"FDV49",4271.56724225087
"FDY24",-1043.24550572163
"NCO55",1793.45914395452
"FDR13",2009.00046097073
"FDS51",1128.40165460497
"FDP26",1606.47329866546
"NCB54",3473.93695163041
"FDF32",3245.95162987884
"FDN31",2749.84698299245
"DRM48",717.561659501257
"FDN20",2810.14560792647
"DRL01",3688.77381761336
"FDV56",1876.51667990133
"DRH13",3163.10883187851
"FDA03",2501.49962490034
"FDF47",4963.3510612344
"FDX32",2411.16877093308
"FDX57",1689.95603053478
"NCA30",2918.35451853682
"FDO49",921.356354374445
"FDL04",-245.63967712082
"DRM48",775.00743343271
"FDR16",3400.05157567918
"NCC19",2742.1128169926
"NCE42",3619.42297042579
"FDY24",1006.07088511357
"FDH19",2906.50140719896
"FDJ46",2804.18299243649
"FDN45",1600.3254740094
"FDY08",2444.80391641925
"FDZ37",1604.44906374953
"NCT30",708.293795765615
"DRY23",467.840909958062
"NCZ30",1627.04134076938
"FDC44",1525.59110039603
"FDB45",1824.38019087146
"FDY04",2683.98416278521
"FDM27",2588.82664236288
"FDZ43",3967.86577248804
"FDT39",576.640503678509
"NCC06",81.3767237259977
"FDL15",3930.50519564097
"FDL57",4197.71495501697
"FDU08",1615.64462250264
"FDK40",4253.96200579815
"FDQ12",1711.27247811013
"FDS48",2543.26581245954
"FDP09",3280.16639662807
"FDW21",1715.19947692499
"FDY25",3040.18843064012
"DRE13",1475.22478649273
"FDV43",-1165.90047998049
"FDD22",1708.31973810894
"FDM46",-439.596603485718
"NCO30",1006.4244991266
"FDM25",2833.61065390299
"NCN41",2021.65854818221
"FDU24",1458.20645289476
"FDZ50",2983.03481974858
"FDP45",4037.71782248482
"NCM54",1903.5790666511
"FDW10",870.595064134331
"FDP20",2130.23675135482
"FDK32",2487.27742298615
"FDN52",1556.55696340082
"FDM58",1733.56470817404
"FDZ46",3209.24881073186
"NCA18",1570.44430577543
"FDD35",1942.5850827844
"NCK31",959.045462702359
"FDI40",3101.75740486344
"FDT50",-297.197018197233
"NCT06",2617.3458968432
"FDT31",3145.64714494124
"FDT45",967.461645746815
"FDT13",2919.74657324881
"FDO50",1402.53662146288
"NCU18",338.430396733475
"NCR54",3168.14108432935
"NCO18",2557.08818146137
"FDU09",888.585280452478
"FDT13",2718.69277831506
"FDE09",1812.27424243879
"NCK53",-286.819699357364
"FDG45",3467.15771495659
"DRH15",902.533525432917
"FDO21",1696.80087964324
"FDD14",4348.21388533291
"FDC09",1711.64181875335
"FDH45",2236.80054757323
"FDV32",1052.17497398097
"FDG12",2075.10944551063
"FDS32",2352.81976774409
"NCL55",3662.09253725134
"DRE01",3950.07648908039
"DRE15",1380.31695396722
"NCL42",3799.45617320648
"FDP31",1071.48787461466
"FDN33",1250.83664213769
"FDZ59",2656.8085405913
"FDE45",949.542461443149
"FDJ07",1928.09416897844
"FDQ45",2710.30019708425
"FDM33",4910.21364000167
"FDO15",-597.679821960844
"FDM46",1502.92377382023
"FDR03",3257.82746433862
"FDY49",2434.03064605799
"FDQ60",1834.03677879684
"FDW10",2882.1043685084
"FDO51",911.290729659163
"FDJ40",1510.39478501653
"FDS20",2642.10847248537
"FDU45",1866.98499817673
"FDV02",2865.22835076679
"FDN09",3826.83335498538
"NCM55",4397.09179035313
"FDN23",2096.12995038071
"FDY31",421.06288887089
"FDW03",-169.725104229337
"FDD14",2885.35387579652
"FDV23",2104.90624480695
"DRI03",2719.1483740317
"FDN13",1731.36053840146
"FDF45",2472.94394055074
"FDU46",1622.19579689851
"FDB57",3662.23090048649
"FDV12",1736.10363483524
"FDQ58",2459.3898864789
"NCA18",1931.25982186247
"FDH52",1135.34514360095
"FDM24",2159.03685589623
"NCP43",4313.97045471355
"NCO18",906.659978408111
"FDM32",1586.00899285424
"NCL07",755.663943771166
"FDK03",4077.40951491076
"FDP59",1781.84221428825
"FDQ24",4044.04385904095
"FDQ16",1464.59890957627
"FDU44",2666.88205659502
"FDH28",-1220.12454249672
"FDV28",-1260.12875754023
"FDM22",862.264702212822
"FDR56",3163.20530953862
"FDV39",3252.20174451965
"FDU37",-548.794389801165
"FDQ11",2154.02389072155
"FDX02",3480.2545981001
"NCS42",1201.87347817449
"FDY57",2990.81200915789
"FDB21",3900.53445294988
"FDE28",3760.94290402668
"FDQ55",1977.58684688515
"FDA48",3610.26265731329
"FDZ19",2706.67901356422
"NCC43",3869.99960420017
"NCV18",1305.22042265559
"NCA42",2248.49969823691
"FDY45",4037.67374248832
"NCC30",2766.08523224427
"FDM57",1466.55305692462
"FDL09",755.264948721753
"FDB09",3441.84474566462
"FDT44",2037.10196103478
"NCT06",4060.31781709124
"FDX26",3021.4710771268
"FDK32",2548.03440074157
"DRA12",2299.18410730618
"FDO46",1123.73128628775
"FDE52",1510.27121863347
"NCH42",3535.53227374019
"FDV08",889.801447162217
"FDB47",3053.57229379451
"FDC28",-157.004265511444
"FDD22",1806.36305229695
"FDS07",3298.14582751317
"DRI13",3355.80695105305
"FDG32",3230.67752646376
"FDU14",4062.26451112749
"FDD28",-939.328272338522
"NCP41",1837.68246301076
"FDS08",2881.5922826335
"FDX47",2504.96761129815
"FDC53",-270.443485029448
"FDQ19",4001.73295364498
"FDL14",2462.03980369801
"FDM33",1583.42749052295
"FDA51",1770.09988062916
"FDZ27",563.377443088578
"FDT04",694.444504474094
"DRC13",2100.1451446316
"FDR16",4856.82032892754
"FDQ03",5232.76147504608
"FDE38",2815.10002776332
"DRH23",2345.43697977633
"FDT11",1127.03958744416
"FDD09",3035.51530545023
"FDR40",1330.16848170611
"FDX07",3078.14863060844
"FDR07",1698.17112786845
"FDA51",1956.33640674959
"FDT59",1766.43236617634
"FDF20",3226.65965190356
"FDR13",1810.76726486225
"FDY26",3472.14574927883
"FDW04",2197.18834909957
"FDK52",3678.08350485603
"FDN60",2614.86810844911
"FDM09",861.659626739698
"FDP46",1523.23656289385
"FDB50",-621.395561504547
"NCQ29",4147.03497708206
"FDP16",5315.98691215151
"FDX33",2335.46500052688
"FDP07",1194.84582560521
"FDN22",3973.55089034588
"FDF39",4282.2625616716
"FDS21",1112.0953205205
"NCM42",1713.33845074013
"FDK50",720.267740961362
"DRF13",3812.68684589396
"FDH35",2340.47888186596
"FDP60",1321.43851560942
"DRJ49",3488.27580365447
"NCT42",454.216665573189
"FDE38",2766.11158307718
"FDI04",3292.71733062752
"NCH54",2445.61190541253
"FDT56",1096.13148007864
"DRD15",3394.15767064029
"FDV58",3078.45277196897
"FDP21",3109.72332391296
"FDH05",3743.9603714868
"FDR10",4042.18851186852
"NCP06",2303.02035703318
"FDF33",1820.44042849385
"DRK37",2977.03648103597
"DRH49",1282.90178562044
"FDT58",2701.64495135874
"FDD41",1422.01553703329
"FDP40",1494.1062418193
"FDM51",3151.85617573575
"FDO45",-460.224881058197
"FDW33",-225.844452698397
"FDY24",819.505352052695
"FDB10",1825.80681330454
"FDM40",2419.28147188844
"NCI06",2970.59132408154
"FDW12",459.6816090111
"FDX48",3978.1631832221
"NCW05",3109.86518114621
"FDX27",1666.36653170352
"DRM37",3056.8139503155
"FDA38",3733.12040770461
"FDR36",723.77605386786
"FDZ45",3155.67413809284
"FDG05",2685.34453805055
"FDK28",4074.33094571801
"FDV47",1342.46177832301
"FDN21",2491.2532461639
"FDP20",3467.17749061215
"FDI35",2832.46139226966
"DRY23",792.711598449073
"FDA56",2075.79254432031
"FDB09",1997.87300092666
"NCO26",3283.66014455814
"FDQ49",2283.00510624497
"FDI52",3374.20475539056
"FDZ44",3334.89050455428
"FDZ09",2340.87154594376
"FDY03",1946.70180442837
"NCG42",2127.80483981941
"DRI13",4891.56329760175
"FDQ32",2072.02254303245
"FDW16",1659.39460031243
"FDU27",811.490658683521
"FDR28",744.270039882143
"FDQ49",665.728304752117
"FDS37",1848.28798554019
"FDW26",3261.80327419125
"FDX12",3569.01538300581
"NCP06",2421.57940569054
"FDW45",420.855146260761
"NCN30",1610.01783241196
"FDN24",964.979512959737
"NCL41",2039.82336562204
"FDR02",-129.790843045123
"FDD09",994.531456789173
"FDS33",-486.166968501464
"FDU22",1827.99730088423
"FDI53",2660.04855347696
"DRH01",2873.22338383472
"FDX32",2388.9601926675
"NCP30",373.94737072703
"FDB60",3049.53658381405
"FDB14",1624.1576183662
"NCP02",1066.71240059994
"FDJ10",2366.53907319669
"FDG34",1812.05268279148
"NCB18",1500.66017567831
"FDM16",1375.95234751107
"FDW25",1079.18324111378
"FDB35",-396.22092137396
"DRN11",2301.91207868546
"FDF41",1992.2314006009
"FDH16",1373.93021118865
"NCQ50",3064.065902461
"DRH23",620.568455317809
"DRJ37",2460.52625739883
"DRJ24",4370.31564100051
"FDY16",3093.47065802761
"FDQ27",1647.98462485403
"FDZ33",2317.02349549358
"FDF29",2056.86193647186
"FDA08",2772.65083234828
"FDG31",1069.53767099007
"FDE34",1012.39740009404
"NCR30",2632.17085684692
"FDV33",4254.247177332
"DRZ24",1602.97327427168
"NCL54",2893.77319929239
"FDR12",2908.97635193418
"NCC54",3782.18087765117
"DRN59",788.083066702946
"FDX50",-147.525773997125
"FDV31",4303.89536714033
"NCA29",4198.57727104183
"FDW60",2938.9892354814
"FDX08",3036.06977447859
"DRD49",3726.55611453973
"FDD33",3661.97928201046
"FDW35",789.120051955332
"FDJ36",1786.0820722911
"FDV51",2825.80005343027
"FDW36",1710.41577300814
"FDH35",2635.7450209499
"NCS30",3472.02105420738
"FDN49",808.345553352276
"FDL08",3622.82143086591
"FDI09",3845.09358255852
"FDP19",1770.78424364904
"FDU21",-1274.80588524074
"NCP41",1637.96214315272
"FDY10",1819.97484638362
"FDP12",423.152817589366
"NCN26",1933.48404540068
"FDK44",2817.25761929523
"FDC28",1838.19705042327
"FDJ41",5586.81320651414
"NCT29",2085.60813040478
"NCH42",1676.05762599049
"FDU60",2425.14743618287
"FDS02",3043.90217046816
"FDC51",2021.61068185953
"FDU03",2981.04390195929
"FDX39",3345.03394863916
"NCY05",-1284.27685162758
"NCL06",5522.51734877569
"FDD32",1511.32204655861
"NCN41",1854.83798988672
"NCX53",2356.10152838861
"FDU57",534.884704620941
"FDQ23",1677.41092645606
"FDQ52",3843.31962675892
"FDC14",674.675885896749
"FDY09",2970.13545317756
"FDQ28",2488.18551806634
"FDV25",3474.10584339407
"FDJ07",2009.34155063003
"DRB25",1782.37120313413
"FDK52",1646.16075229027
"FDY52",2467.54754670604
"FDB28",3133.79742885281
"FDT36",785.25991923227
"FDV25",3594.06805381838
"NCN07",3484.3006631372
"FDC57",3217.77529206646
"FDQ03",3514.2998638904
"FDU23",2803.78703205477
"NCX41",3487.96795020435
"NCD06",907.476002839352
"FDW08",1644.0507917896
"NCU29",2422.07213876325
"NCE06",2560.69898582654
"FDV52",-40.0814843677385
"FDB02",2969.49395245088
"NCR18",649.07731556952
"FDK16",1613.47955458367
"NCQ29",2124.1211404912
"FDZ01",-183.688297554512
"FDW27",2681.68184309225
"FDD17",3473.6988876218
"FDW39",2893.86575795819
"DRH59",1131.05984902513
"FDS52",1676.38869152959
"FDU40",4540.01339038015
"NCF54",2777.87514775942
"FDH46",1614.73297622893
"NCP14",1726.95201378605
"FDH50",3070.08712736984
"DRF15",546.747964353184
"FDV27",2932.77444928696
"NCJ06",1973.01070746711
"FDN02",2977.01697120649
"FDQ51",933.601382916204
"FDQ07",3676.39458928274
"FDS45",1798.19405570754
"NCJ06",1822.64906349118
"FDD36",2020.65342148447
"FDY25",2850.21342711484
"FDU52",2481.31676066641
"DRK47",3665.56920530784
"NCL30",2108.00745514281
"FDN22",4128.76450317558
"NCF30",3411.9175758776
"FDK03",4237.49183961789
"FDT45",1001.6826529051
"NCC54",5197.41416080763
"FDP08",2858.21716437966
"FDU44",2675.70494913188
"DRG39",1019.00641256504
"FDU32",2052.756678468
"FDY27",2946.48446338541
"NCP54",1966.12575442651
"NCZ41",2062.57869544619
"DRL49",2334.8962929074
"FDI05",1018.28787359373
"FDY56",3564.63195243576
"DRC13",2036.69911997251
"NCV29",2956.08233799859
"FDR24",1578.49148079814
"FDZ34",2746.53170551668
"FDP37",2147.02632931215
"FDX08",4360.64377125666
"FDS57",2207.43546581869
"NCG18",1728.18458644702
"FDK25",2468.20453684561
"FDH53",1456.16443238593
"DRI59",3236.32470147366
"FDA52",2854.68557524602
"FDT20",-1217.07517168836
"FDE36",718.006696351041
"FDI24",2891.78453626419
"FDB28",2879.58228784693
"FDV11",2976.26820490857
"FDP01",2515.27856019929
"FDD34",4043.03049799971
"FDJ50",2323.69793167575
"FDZ44",1931.20749619735
"DRO59",1390.21487671452
"DRB48",638.80819213922
"FDR21",2506.78330300839
"NCE42",1763.6290726197
"FDO23",1503.91176111754
"NCE30",3057.84581061914
"FDQ22",804.333395925415
"FDY01",1794.60495562655
"FDS08",2930.22560705754
"FDG28",3655.83367870683
"FDQ51",591.558204142288
"FDB05",3996.507658995
"FDO56",2013.95316744064
"FDE02",1201.72315784126
"FDN45",3607.75604872334
"FDS09",888.693266417787
"NCA54",2596.95781769338
"FDP09",1442.8764316025
"FDC53",1536.92225992611
"NCM55",3048.08475430402
"FDL09",2441.4847255
"FDA11",-391.834726253078
"FDA50",1467.89771014301
"FDC23",2956.47287997664
"FDE22",2651.12877577032
"FDD23",3015.34759655842
"NCA29",2843.47418520851
"FDK38",2357.62159298335
"DRC13",1957.00640164942
"NCP43",2929.92740402538
"FDX28",1675.05284385132
"FDF08",1614.79977913206
"FDZ33",2398.97674149987
"FDD10",2970.53894839863
"FDO58",2695.33973035305
"FDI50",3779.82212455128
"FDO58",2573.92779375934
"FDX08",2942.15284621982
"NCK17",-1218.87848066085
"FDF39",4336.21655832837
"FDU45",-86.0764129930405
"NCJ18",1559.1530401153
"DRC27",1981.06515670648
"DRC25",1502.6253305772
"FDU59",2704.53030172037
"FDU28",3181.82446850878
"NCP30",665.977007544003
"FDB39",653.876149005103
"FDE41",1483.70440589087
"DRH11",-1032.85598743655
"FDA58",3646.67982513915
"FDU50",1866.92324520155
"FDM34",2066.11653309006
"FDM44",3114.76773686567
"FDR39",2854.74764469063
"FDM25",2794.08235891043
"FDQ49",2653.97219973678
"DRH25",565.932024285833
"FDM09",4220.40748665318
"FDL44",703.9383334196
"NCR42",311.064884918042
"DRL59",854.264004822033
"FDX43",2709.06177503586
"DRK47",1636.33059594865
"FDU48",1796.47159822495
"FDY12",799.479430088593
"NCN43",1660.07190294382
"NCM55",2631.34952847241
"FDQ21",3388.06875748898
"FDX13",4093.78031497961
"NCK30",5422.79484607182
"FDG20",2940.60100071572
"DRG27",795.110386611675
"FDY14",3899.79204716291
"FDP59",1830.57997459469
"FDU60",2833.28017681186
"NCC18",781.869236403871
"DRJ39",3542.07465843402
"FDS07",1917.72942338263
"FDM08",5026.68320118377
"FDP51",1897.97772748166
"FDU16",1516.86450832878
"FDH12",1734.27598781422
"DRE48",1184.45266542197
"NCL42",5276.82572515263
"FDR21",2748.95995398665
"NCW29",2208.9992554035
"FDO11",4034.27185589507
"NCM31",2331.75481640273
"FDV35",575.377462125493
"FDF58",1110.53317793726
"NCE43",2776.29823889972
"FDA02",2531.69411691629
"DRL37",-1180.51767210432
"FDR24",1239.756942162
"FDW59",1480.69676773821
"FDS22",896.211487854266
"FDW24",931.637029905536
"FDU24",1691.47825592937
"FDA21",4424.83371974194
"FDH58",3318.51479032381
"FDW36",1396.47817958565
"FDI45",4238.61674216704
"FDU01",2717.55811423123
"FDF35",3177.51682692117
"FDU43",1889.60346500873
"FDE24",416.73162969366
"FDK50",2708.76971237621
"FDG31",972.552196100161
"FDC60",1404.59429967411
"FDL36",1494.86304318191
"FDP21",3081.34125286072
"FDW16",1440.72301481332
"FDX02",3670.14619618443
"FDQ58",3924.61174584031
"FDT51",1838.6198887135
"FDD59",1441.59999245702
"NCM42",1435.31441669783
"FDA57",408.508161087202
"FDZ48",1920.09785976847
"FDE46",2380.63975111533
"NCZ30",-9.62276797572052
"FDB56",3148.78891352679
"FDA25",3162.69881245264
"FDD20",2039.21867291512
"FDL25",1562.47754927557
"NCO18",2911.32018197132
"FDJ45",728.55301973436
"FDR12",2918.50113970745
"NCF19",-1133.11336862808
"FDK25",2707.42871834845
"NCR17",1805.47760431005
"FDC52",2512.95645352202
"NCA54",2974.08768019579
"FDR45",1868.06851436061
"NCM19",1886.58656133038
"FDF39",5663.90610989222
"FDX23",1647.83333484022
"FDD58",3048.40980288012
"FDX28",1621.86313535538
"NCD31",2626.82841854109
"FDU57",2179.95323263839
"FDI27",835.098226599133
"NCM42",1696.07818942683
"FDD32",2836.34857336258
"FDI34",3683.58383441646
"NCM29",2141.72047271661
"FDG46",1566.75993531809
"DRC01",-1073.37635546725
"FDB15",5598.42646684575
"NCA17",3833.32382520053
"FDF10",2409.40687581145
"FDR26",4301.89392870969
"FDI02",1915.83818278752
"NCM54",77.4661248174379
"FDF14",2461.14182900146
"FDJ33",35.0783504719182
"FDM20",4038.64869978568
"FDC03",4610.66455198464
"NCX05",1828.33229510626
"NCM41",2920.80588842949
"NCU29",445.7264988601
"FDQ59",1530.86586341701
"FDH46",-251.829242892973
"FDH09",895.247105261278
"NCD06",694.655661150642
"FDC15",2630.7903204188
"DRD37",2214.81580406703
"FDT28",3859.46063388989
"FDR28",4122.30834585084
"FDT38",1514.4303477777
"FDV34",2751.3845858147
"FDY52",1152.77785953726
"FDB34",1437.63794884735
"DRL23",1398.66480304561
"DRB24",2468.2859118702
"FDJ50",896.587051913147
"FDQ49",2671.15700104896
"FDP20",2120.56410390412
"FDV19",4066.03639484979
"NCR54",3022.66442827494
"FDO09",2215.72574135812
"FDS57",2025.85757438068
"FDN10",1969.50541273167
"FDV23",2095.79772275413
"FDY28",3503.30457310337
"DRG51",2645.25007308379
"FDD45",-395.772897823732
"NCL18",4468.26379402453
"NCM29",2084.26635096984
"FDF17",4539.5008755028
"FDE22",2695.10312306592
"FDQ22",760.340464235537
"FDS01",2907.58517827751
"FDW35",2207.77998255813
"FDJ33",2002.50484290503
"NCF54",2862.88803948435
"FDE09",1808.75949840508
"NCE06",2467.81565083214
"DRH49",1397.93164193686
"FDY43",2664.01951128186
"NCT05",4103.97470889876
"FDZ34",2959.79449534987
"FDL38",1582.42050168997
"FDZ31",3175.38561870502
"FDR14",1060.19069119927
"NCN54",1361.55463876252
"NCC42",3692.8095379231
"FDK08",1753.32125253768
"FDP59",1761.22500022958
"FDV22",2714.45952209059
"FDD33",3852.47129552999
"DRE60",5007.23463188952
"FDK52",3576.53336072127
